ts,rx_id,env,dist_m,tx_level,rssi_mean,adv_rate,source,exp_adv,packet_success,packet_loss_proxy,rssi_norm,qos_score,optimal_level,energy_opt
11952,rx01,indoor_open,5,L0,-90.0,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.15151515151515152,0.18545454545454543,L2,0.6
11953,rx01,indoor_open,5,L0,-89.75,4,summary_indoor_open_5m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.1590909090909091,0.23439393939393938,L2,0.6
11954,rx01,indoor_open,5,L0,-90.0,4,summary_indoor_open_5m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.15151515151515152,0.23212121212121212,L2,0.6
11955,rx01,indoor_open,5,L0,-90.4,5,summary_indoor_open_5m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.1393939393939392,0.2751515151515151,L2,0.6
11956,rx01,indoor_open,5,L0,-91.50001,2,summary_indoor_open_5m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.10606030303030294,0.1251514242424242,L2,0.6
11957,rx01,indoor_open,5,L0,-92.0,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.09090909090909091,0.16727272727272727,L2,0.6
11958,rx01,indoor_open,5,L0,-90.25001,4,summary_indoor_open_5m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.14393909090909082,0.22984839393939388,L2,0.6
11959,rx01,indoor_open,5,L0,-89.75,4,summary_indoor_open_5m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.1590909090909091,0.23439393939393938,L2,0.6
11960,rx01,indoor_open,5,L0,-91.66667,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.10101000000000011,0.170303,L2,0.6
11961,rx01,indoor_open,5,L0,-91.0,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.12121212121212122,0.17636363636363633,L2,0.6
11962,rx01,indoor_open,5,L0,-89.5,2,summary_indoor_open_5m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.16666666666666666,0.1433333333333333,L2,0.6
11963,rx01,indoor_open,5,L0,-93.0,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.06060606060606061,0.15818181818181817,L2,0.6
11964,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_5m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11965,rx01,indoor_open,5,L0,-93.0,1,summary_indoor_open_5m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.06060606060606061,0.06484848484848485,L2,0.6
11966,rx01,indoor_open,5,L0,-92.0,4,summary_indoor_open_5m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.09090909090909091,0.21393939393939393,L2,0.6
11967,rx01,indoor_open,5,L0,-91.0,1,summary_indoor_open_5m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.12121212121212122,0.08303030303030302,L2,0.6
11968,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_5m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11969,rx01,indoor_open,5,L0,-92.0,5,summary_indoor_open_5m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.09090909090909091,0.26060606060606056,L2,0.6
11970,rx01,indoor_open,5,L0,-90.80001,5,summary_indoor_open_5m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.12727242424242424,0.27151506060606057,L2,0.6
11971,rx01,indoor_open,5,L0,-93.0,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.06060606060606061,0.15818181818181817,L2,0.6
11972,rx01,indoor_open,5,L0,-93.0,2,summary_indoor_open_5m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.06060606060606061,0.11151515151515151,L2,0.6
11973,rx01,indoor_open,5,L0,-92.0,1,summary_indoor_open_5m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.09090909090909091,0.07393939393939393,L2,0.6
11974,rx01,indoor_open,5,L0,-92.33334,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.08080787878787858,0.16424236363636355,L2,0.6
11975,rx01,indoor_open,5,L0,-92.5,2,summary_indoor_open_5m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.07575757575757576,0.11606060606060606,L2,0.6
11976,rx01,indoor_open,5,L0,-91.33334,3,summary_indoor_open_5m_L0.csv,15.0,0.2,0.8,0.11111090909090889,0.17333327272727264,L2,0.6
11978,rx01,indoor_open,5,L0,-92.40001,5,summary_indoor_open_5m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.07878757575757592,0.2569696060606061,L2,0.6
9897,rx01,indoor_open,5,L1,-75.75,8,summary_indoor_open_5m_L1.csv,15.0,0.5333333333333333,0.4666666666666667,0.5833333333333334,0.5483333333333333,L2,0.6
9898,rx01,indoor_open,5,L1,-75.77778,9,summary_indoor_open_5m_L1.csv,15.0,0.6,0.4,0.582491515151515,0.5947474545454545,L1,0.4
9899,rx01,indoor_open,5,L1,-78.0,5,summary_indoor_open_5m_L1.csv,15.0,0.3333333333333333,0.6666666666666667,0.5151515151515151,0.3878787878787878,L2,0.6
9905,rx01,indoor_open,5,L1,-78.28571,7,summary_indoor_open_5m_L1.csv,15.0,0.4666666666666667,0.5333333333333333,0.5064936363636365,0.4786147575757576,L2,0.6
9906,rx01,indoor_open,5,L1,-75.16666,12,summary_indoor_open_5m_L1.csv,15.0,0.8,0.19999999999999996,0.6010103030303032,0.7403030909090909,L0,0.2
9907,rx01,indoor_open,5,L1,-76.875,8,summary_indoor_open_5m_L1.csv,15.0,0.5333333333333333,0.4666666666666667,0.5492424242424242,0.5381060606060606,L2,0.6
9908,rx01,indoor_open,5,L1,-74.38461,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.624708787878788,0.794079303030303,L0,0.2
9909,rx01,indoor_open,5,L1,-74.25,4,summary_indoor_open_5m_L1.csv,15.0,0.26666666666666666,0.7333333333333334,0.6287878787878788,0.37530303030303025,L2,0.6
9915,rx01,indoor_open,5,L1,-74.625,8,summary_indoor_open_5m_L1.csv,15.0,0.5333333333333333,0.4666666666666667,0.6174242424242424,0.558560606060606,L2,0.6
9916,rx01,indoor_open,5,L1,-74.53846,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.6200466666666666,0.7926806666666667,L0,0.2
9917,rx01,indoor_open,5,L1,-75.125,8,summary_indoor_open_5m_L1.csv,15.0,0.5333333333333333,0.4666666666666667,0.6022727272727273,0.5540151515151515,L2,0.6
9918,rx01,indoor_open,5,L1,-75.2,10,summary_indoor_open_5m_L1.csv,15.0,0.6666666666666666,0.33333333333333337,0.5999999999999999,0.6466666666666666,L1,0.4
9919,rx01,indoor_open,5,L1,-77.22222,9,summary_indoor_open_5m_L1.csv,15.0,0.6,0.4,0.5387206060606062,0.5816161818181819,L1,0.4
9925,rx01,indoor_open,5,L1,-76.6,5,summary_indoor_open_5m_L1.csv,15.0,0.3333333333333333,0.6666666666666667,0.5575757575757577,0.40060606060606063,L2,0.6
9926,rx01,indoor_open,5,L1,-77.41666,12,summary_indoor_open_5m_L1.csv,15.0,0.8,0.19999999999999996,0.5328284848484851,0.7198485454545455,L0,0.2
9927,rx01,indoor_open,5,L1,-76.92308,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.5477854545454546,0.771002303030303,L0,0.2
9928,rx01,indoor_open,5,L1,-77.3077,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.5361303030303031,0.7675057575757576,L0,0.2
9929,rx01,indoor_open,5,L1,-77.90909,11,summary_indoor_open_5m_L1.csv,15.0,0.7333333333333333,0.2666666666666667,0.5179063636363634,0.6687052424242423,L1,0.4
9935,rx01,indoor_open,5,L1,-77.66666,3,summary_indoor_open_5m_L1.csv,15.0,0.2,0.8,0.5252527272727274,0.2975758181818182,L2,0.6
9936,rx01,indoor_open,5,L1,-77.38461,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.5337996969696971,0.7668065757575758,L0,0.2
9937,rx01,indoor_open,5,L1,-76.54546,11,summary_indoor_open_5m_L1.csv,15.0,0.7333333333333333,0.2666666666666667,0.5592284848484846,0.6811018787878786,L1,0.4
9938,rx01,indoor_open,5,L1,-76.53846,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.5594406060606061,0.7744988484848485,L0,0.2
9939,rx01,indoor_open,5,L1,-75.4,5,summary_indoor_open_5m_L1.csv,15.0,0.3333333333333333,0.6666666666666667,0.5939393939393938,0.41151515151515144,L2,0.6
9945,rx01,indoor_open,5,L1,-74.5,4,summary_indoor_open_5m_L1.csv,15.0,0.26666666666666666,0.7333333333333334,0.6212121212121212,0.37303030303030305,L2,0.6
9946,rx01,indoor_open,5,L1,-76.57143,14,summary_indoor_open_5m_L1.csv,15.0,0.9333333333333333,0.06666666666666665,0.558441515151515,0.8208657878787878,L0,0.2
9947,rx01,indoor_open,5,L1,-76.83334,18,summary_indoor_open_5m_L1.csv,15.0,1.0,0.0,0.5505048484848483,0.8651514545454544,L0,0.2
9948,rx01,indoor_open,5,L1,-76.91667,12,summary_indoor_open_5m_L1.csv,15.0,0.8,0.19999999999999996,0.5479796969696971,0.7243939090909091,L0,0.2
9949,rx01,indoor_open,5,L1,-76.33334,6,summary_indoor_open_5m_L1.csv,15.0,0.4,0.6,0.5656563636363634,0.449696909090909,L2,0.6
9955,rx01,indoor_open,5,L1,-78.80001,5,summary_indoor_open_5m_L1.csv,15.0,0.3333333333333333,0.6666666666666667,0.4909087878787879,0.3806059696969697,L2,0.6
9956,rx01,indoor_open,5,L1,-77.46667,15,summary_indoor_open_5m_L1.csv,15.0,1.0,0.0,0.5313130303030305,0.8593939090909091,L0,0.2
9957,rx01,indoor_open,5,L1,-76.53846,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.5594406060606061,0.7744988484848485,L0,0.2
9958,rx01,indoor_open,5,L1,-78.61539,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.4965033333333332,0.7556176666666666,L0,0.2
9959,rx01,indoor_open,5,L1,-77.33334,6,summary_indoor_open_5m_L1.csv,15.0,0.4,0.6,0.5353533333333331,0.44060599999999994,L2,0.6
9965,rx01,indoor_open,5,L1,-76.0,6,summary_indoor_open_5m_L1.csv,15.0,0.4,0.6,0.5757575757575758,0.4527272727272727,L2,0.6
9966,rx01,indoor_open,5,L1,-77.0,12,summary_indoor_open_5m_L1.csv,15.0,0.8,0.19999999999999996,0.5454545454545454,0.7236363636363635,L0,0.2
9967,rx01,indoor_open,5,L1,-76.15385,13,summary_indoor_open_5m_L1.csv,15.0,0.8666666666666667,0.1333333333333333,0.5710954545454544,0.7779953030303031,L0,0.2
9968,rx01,indoor_open,5,L1,-75.35714,14,summary_indoor_open_5m_L1.csv,15.0,0.9333333333333333,0.06666666666666665,0.5952381818181818,0.8319047878787879,L0,0.2
9969,rx01,indoor_open,5,L1,-76.16666,6,summary_indoor_open_5m_L1.csv,15.0,0.4,0.6,0.570707272727273,0.45121218181818185,L2,0.6
9975,rx01,indoor_open,5,L1,-77.66666,3,summary_indoor_open_5m_L1.csv,15.0,0.2,0.8,0.5252527272727274,0.2975758181818182,L2,0.6
9976,rx01,indoor_open,5,L1,-77.09524,21,summary_indoor_open_5m_L1.csv,15.0,1.0,0.0,0.5425684848484847,0.8627705454545453,L0,0.2
9977,rx01,indoor_open,5,L1,-77.8125,16,summary_indoor_open_5m_L1.csv,15.0,1.0,0.0,0.5208333333333334,0.85625,L0,0.2
9978,rx01,indoor_open,5,L1,-77.06666,15,summary_indoor_open_5m_L1.csv,15.0,1.0,0.0,0.5434345454545455,0.8630303636363637,L0,0.2
9979,rx01,indoor_open,5,L1,-78.66666,9,summary_indoor_open_5m_L1.csv,15.0,0.6,0.4,0.49494969696969715,0.5684849090909091,L2,0.6
10052,rx01,indoor_open,5,L2,-76.22222,9,summary_indoor_open_5m_L2.csv,15.0,0.6,0.4,0.5690236363636366,0.590707090909091,L1,0.4
10053,rx01,indoor_open,5,L2,-76.5,16,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5606060606060606,0.8681818181818182,L0,0.2
10054,rx01,indoor_open,5,L2,-75.83333,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5808081818181817,0.7342424545454544,L0,0.2
10055,rx01,indoor_open,5,L2,-75.83333,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5808081818181817,0.7342424545454544,L0,0.2
10056,rx01,indoor_open,5,L2,-77.125,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.5416666666666666,0.5358333333333333,L2,0.6
10060,rx01,indoor_open,5,L2,-75.33334,9,summary_indoor_open_5m_L2.csv,15.0,0.6,0.4,0.5959593939393937,0.598787818181818,L1,0.4
10061,rx01,indoor_open,5,L2,-76.75,16,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.553030303030303,0.8659090909090909,L0,0.2
10062,rx01,indoor_open,5,L2,-76.33334,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5656563636363634,0.7296969090909089,L0,0.2
10063,rx01,indoor_open,5,L2,-76.85714,14,summary_indoor_open_5m_L2.csv,15.0,0.9333333333333333,0.06666666666666665,0.5497836363636364,0.8182684242424242,L0,0.2
10064,rx01,indoor_open,5,L2,-77.3077,13,summary_indoor_open_5m_L2.csv,15.0,0.8666666666666667,0.1333333333333333,0.5361303030303031,0.7675057575757576,L0,0.2
10065,rx01,indoor_open,5,L2,-76.63636,11,summary_indoor_open_5m_L2.csv,15.0,0.7333333333333333,0.2666666666666667,0.5564739393939395,0.6802755151515152,L1,0.4
10066,rx01,indoor_open,5,L2,-76.75,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.553030303030303,0.5392424242424242,L2,0.6
10070,rx01,indoor_open,5,L2,-75.5,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5909090909090909,0.7372727272727272,L0,0.2
10071,rx01,indoor_open,5,L2,-76.4,15,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5636363636363635,0.869090909090909,L0,0.2
10072,rx01,indoor_open,5,L2,-77.3,10,summary_indoor_open_5m_L2.csv,15.0,0.6666666666666666,0.33333333333333337,0.5363636363636365,0.6275757575757576,L1,0.4
10073,rx01,indoor_open,5,L2,-76.93334,15,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5474745454545454,0.8642423636363636,L0,0.2
10074,rx01,indoor_open,5,L2,-76.66667,9,summary_indoor_open_5m_L2.csv,15.0,0.6,0.4,0.5555554545454546,0.5866666363636364,L1,0.4
10075,rx01,indoor_open,5,L2,-75.90909,11,summary_indoor_open_5m_L2.csv,15.0,0.7333333333333333,0.2666666666666667,0.5785124242424241,0.6868870606060605,L1,0.4
10076,rx01,indoor_open,5,L2,-76.0,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.5757575757575758,0.546060606060606,L2,0.6
10080,rx01,indoor_open,5,L2,-76.2,5,summary_indoor_open_5m_L2.csv,15.0,0.3333333333333333,0.6666666666666667,0.5696969696969696,0.4042424242424242,L2,0.6
10081,rx01,indoor_open,5,L2,-77.61905,21,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5266954545454545,0.8580086363636363,L0,0.2
10082,rx01,indoor_open,5,L2,-76.22222,9,summary_indoor_open_5m_L2.csv,15.0,0.6,0.4,0.5690236363636366,0.590707090909091,L1,0.4
10083,rx01,indoor_open,5,L2,-76.28572,14,summary_indoor_open_5m_L2.csv,15.0,0.9333333333333333,0.06666666666666665,0.567099393939394,0.8234631515151515,L0,0.2
10084,rx01,indoor_open,5,L2,-75.71429,14,summary_indoor_open_5m_L2.csv,15.0,0.9333333333333333,0.06666666666666665,0.5844154545454544,0.8286579696969696,L0,0.2
10085,rx01,indoor_open,5,L2,-76.5,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5606060606060606,0.728181818181818,L0,0.2
10086,rx01,indoor_open,5,L2,-77.25,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.5378787878787878,0.5346969696969697,L2,0.6
10090,rx01,indoor_open,5,L2,-76.66667,6,summary_indoor_open_5m_L2.csv,15.0,0.4,0.6,0.5555554545454546,0.44666663636363635,L2,0.6
10091,rx01,indoor_open,5,L2,-77.0625,16,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5435606060606061,0.8630681818181818,L0,0.2
10092,rx01,indoor_open,5,L2,-76.75,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.553030303030303,0.7259090909090908,L0,0.2
10093,rx01,indoor_open,5,L2,-75.125,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.6022727272727273,0.5540151515151515,L2,0.6
10094,rx01,indoor_open,5,L2,-75.875,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.5795454545454546,0.5471969696969696,L2,0.6
10095,rx01,indoor_open,5,L2,-76.33334,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5656563636363634,0.7296969090909089,L0,0.2
10096,rx01,indoor_open,5,L2,-75.4,5,summary_indoor_open_5m_L2.csv,15.0,0.3333333333333333,0.6666666666666667,0.5939393939393938,0.41151515151515144,L2,0.6
10100,rx01,indoor_open,5,L2,-77.0,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.5454545454545454,0.5369696969696969,L2,0.6
10101,rx01,indoor_open,5,L2,-76.90909,11,summary_indoor_open_5m_L2.csv,15.0,0.7333333333333333,0.2666666666666667,0.5482093939393937,0.6777961515151514,L1,0.4
10102,rx01,indoor_open,5,L2,-77.38461,13,summary_indoor_open_5m_L2.csv,15.0,0.8666666666666667,0.1333333333333333,0.5337996969696971,0.7668065757575758,L0,0.2
10103,rx01,indoor_open,5,L2,-77.94118,17,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5169339393939393,0.8550801818181817,L0,0.2
10104,rx01,indoor_open,5,L2,-78.73333,15,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.4929293939393941,0.8478788181818182,L0,0.2
10105,rx01,indoor_open,5,L2,-78.0,15,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5151515151515151,0.8545454545454545,L0,0.2
10106,rx01,indoor_open,5,L2,-76.77778,9,summary_indoor_open_5m_L2.csv,15.0,0.6,0.4,0.5521884848484846,0.5856565454545454,L1,0.4
10110,rx01,indoor_open,5,L2,-77.25,8,summary_indoor_open_5m_L2.csv,15.0,0.5333333333333333,0.4666666666666667,0.5378787878787878,0.5346969696969697,L2,0.6
10111,rx01,indoor_open,5,L2,-76.81818,11,summary_indoor_open_5m_L2.csv,15.0,0.7333333333333333,0.2666666666666667,0.5509642424242425,0.678622606060606,L1,0.4
10112,rx01,indoor_open,5,L2,-75.3,10,summary_indoor_open_5m_L2.csv,15.0,0.6666666666666666,0.33333333333333337,0.596969696969697,0.6457575757575758,L1,0.4
10113,rx01,indoor_open,5,L2,-76.4375,16,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5625,0.8687499999999999,L0,0.2
10114,rx01,indoor_open,5,L2,-76.64286,14,summary_indoor_open_5m_L2.csv,15.0,0.9333333333333333,0.06666666666666665,0.5562769696969697,0.8202164242424242,L0,0.2
10115,rx01,indoor_open,5,L2,-76.84616,13,summary_indoor_open_5m_L2.csv,15.0,0.8666666666666667,0.1333333333333333,0.5501163636363637,0.7717015757575758,L0,0.2
10116,rx01,indoor_open,5,L2,-77.8,5,summary_indoor_open_5m_L2.csv,15.0,0.3333333333333333,0.6666666666666667,0.5212121212121213,0.3896969696969697,L2,0.6
10120,rx01,indoor_open,5,L2,-76.33334,6,summary_indoor_open_5m_L2.csv,15.0,0.4,0.6,0.5656563636363634,0.449696909090909,L2,0.6
10121,rx01,indoor_open,5,L2,-76.6,10,summary_indoor_open_5m_L2.csv,15.0,0.6666666666666666,0.33333333333333337,0.5575757575757577,0.6339393939393939,L1,0.4
10122,rx01,indoor_open,5,L2,-77.06666,15,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5434345454545455,0.8630303636363637,L0,0.2
10123,rx01,indoor_open,5,L2,-76.78571,14,summary_indoor_open_5m_L2.csv,15.0,0.9333333333333333,0.06666666666666665,0.551948181818182,0.8189177878787879,L0,0.2
10124,rx01,indoor_open,5,L2,-77.06666,15,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5434345454545455,0.8630303636363637,L0,0.2
10125,rx01,indoor_open,5,L2,-77.83334,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.520201818181818,0.7160605454545453,L0,0.2
10126,rx01,indoor_open,5,L2,-76.83334,6,summary_indoor_open_5m_L2.csv,15.0,0.4,0.6,0.5505048484848483,0.44515145454545446,L2,0.6
10130,rx01,indoor_open,5,L2,-76.0,6,summary_indoor_open_5m_L2.csv,15.0,0.4,0.6,0.5757575757575758,0.4527272727272727,L2,0.6
10131,rx01,indoor_open,5,L2,-77.75,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5227272727272727,0.7168181818181818,L0,0.2
10132,rx01,indoor_open,5,L2,-78.69231,13,summary_indoor_open_5m_L2.csv,15.0,0.8666666666666667,0.1333333333333333,0.4941724242424241,0.754918393939394,L0,0.2
10133,rx01,indoor_open,5,L2,-78.46667,15,summary_indoor_open_5m_L2.csv,15.0,1.0,0.0,0.5010100000000002,0.850303,L0,0.2
10134,rx01,indoor_open,5,L2,-77.58334,12,summary_indoor_open_5m_L2.csv,15.0,0.8,0.19999999999999996,0.5277775757575756,0.7183332727272727,L0,0.2
10135,rx01,indoor_open,5,L2,-76.18182,11,summary_indoor_open_5m_L2.csv,15.0,0.7333333333333333,0.2666666666666667,0.5702478787878787,0.6844076969696969,L1,0.4
10136,rx01,indoor_open,5,L2,-78.5,6,summary_indoor_open_5m_L2.csv,15.0,0.4,0.6,0.5,0.42999999999999994,L2,0.6
